creator,genre,month_from,month_to,n_from,n_to,js_distance,lane,organisation,clipper,partial_month,low_n
@harryjsisson,videos,2026-08,2026-09,67,72,0.4068,left_commentary,Harry Sisson,False,True,False
@hutch,videos,2026-02,2026-03,17,22,0.8138,streamer_reaction,Hutch,False,False,False
@hutch,videos,2026-05,2026-06,22,21,0.7447,streamer_reaction,Hutch,False,False,False
@hutch,videos,2026-08,2026-09,26,22,0.7574,streamer_reaction,Hutch,False,True,False
@jimacosta,streams,2026-02,2026-03,18,17,0.9294,left_commentary,Jim Acosta,False,False,False
@jimacosta,streams,2026-03,2026-04,17,19,0.8722,left_commentary,Jim Acosta,False,False,False
@jimacosta,streams,2026-04,2026-05,19,19,0.7546,left_commentary,Jim Acosta,False,False,False
@jimacosta,streams,2026-05,2026-06,19,17,0.8358,left_commentary,Jim Acosta,False,False,False
@jimacosta,streams,2026-06,2026-07,17,19,0.893,left_commentary,Jim Acosta,False,False,False
@jimacosta,streams,2026-07,2026-08,19,24,0.9522,left_commentary,Jim Acosta,False,False,False
@jimacosta,streams,2026-08,2026-09,24,17,0.9039,left_commentary,Jim Acosta,False,True,False
@jimacosta,videos,2026-01,2026-02,29,45,0.8613,left_commentary,Jim Acosta,False,False,False
@jimacosta,videos,2026-02,2026-03,45,49,0.8614,left_commentary,Jim Acosta,False,False,False
@jimacosta,videos,2026-03,2026-04,49,38,0.7485,left_commentary,Jim Acosta,False,False,False
@jimacosta,videos,2026-04,2026-05,38,27,0.8527,left_commentary,Jim Acosta,False,False,False
@jimacosta,videos,2026-05,2026-06,27,27,0.7627,left_commentary,Jim Acosta,False,False,False
@jimacosta,videos,2026-06,2026-07,27,29,0.8195,left_commentary,Jim Acosta,False,False,False
@jimacosta,videos,2026-07,2026-08,29,40,0.896,left_commentary,Jim Acosta,False,False,False
@jimacosta,videos,2026-08,2026-09,40,29,0.8452,left_commentary,Jim Acosta,False,True,False
@jlptalk,streams,2026-01,2026-02,15,22,0.4624,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,streams,2026-02,2026-03,22,20,0.479,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,streams,2026-03,2026-04,20,22,0.4715,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,streams,2026-04,2026-05,22,22,0.4966,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,streams,2026-05,2026-06,22,21,0.7002,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,streams,2026-06,2026-07,21,22,0.7026,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,streams,2026-07,2026-08,22,29,0.6432,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,videos,2026-01,2026-02,24,34,0.882,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,videos,2026-02,2026-03,34,31,0.8092,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,videos,2026-03,2026-04,31,27,0.7483,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,videos,2026-04,2026-05,27,33,0.7752,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,videos,2026-05,2026-06,33,35,0.7124,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,videos,2026-06,2026-07,35,43,0.781,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,videos,2026-07,2026-08,43,52,0.7261,right_commentary,Jesse Lee Peterson,False,False,False
@jlptalk,videos,2026-08,2026-09,52,25,0.6786,right_commentary,Jesse Lee Peterson,False,True,False
@joerogan,videos,2026-02,2026-03,18,16,0.1942,interview_podcast,Joe Rogan,False,False,False
@joerogan,videos,2026-03,2026-04,16,15,0.1861,interview_podcast,Joe Rogan,False,False,False
@joerogan,videos,2026-04,2026-05,15,18,0.3972,interview_podcast,Joe Rogan,False,False,False
@joerogan,videos,2026-05,2026-06,18,18,0.3523,interview_podcast,Joe Rogan,False,False,False
@judgingfreedom,streams,2026-01,2026-02,74,88,0.5343,interview_podcast,Judging Freedom,False,False,False
@judgingfreedom,streams,2026-02,2026-03,88,84,0.4809,interview_podcast,Judging Freedom,False,False,False
@judgingfreedom,streams,2026-03,2026-04,84,91,0.4191,interview_podcast,Judging Freedom,False,False,False
@judgingfreedom,streams,2026-04,2026-05,91,87,0.4151,interview_podcast,Judging Freedom,False,False,False
@judgingfreedom,streams,2026-05,2026-06,87,81,0.359,interview_podcast,Judging Freedom,False,False,False
@judgingfreedom,streams,2026-06,2026-07,81,53,0.3921,interview_podcast,Judging Freedom,False,False,False
@judgingfreedom,streams,2026-07,2026-08,53,103,0.4487,interview_podcast,Judging Freedom,False,False,False
@judgingfreedom,streams,2026-08,2026-09,103,36,0.5749,interview_podcast,Judging Freedom,False,True,False
@judgingfreedom,videos,2026-07,2026-08,94,167,0.4134,interview_podcast,Judging Freedom,False,False,False
@judgingfreedom,videos,2026-08,2026-09,167,75,0.4241,interview_podcast,Judging Freedom,False,True,False
@katiephangnews,videos,2026-01,2026-02,38,47,0.4886,left_commentary,MeidasTouch Network,False,False,False
@katiephangnews,videos,2026-02,2026-03,47,42,0.6345,left_commentary,MeidasTouch Network,False,False,False
@katiephangnews,videos,2026-03,2026-04,42,47,0.614,left_commentary,MeidasTouch Network,False,False,False
@katiephangnews,videos,2026-04,2026-05,47,43,0.6255,left_commentary,MeidasTouch Network,False,False,False
@katiephangnews,videos,2026-05,2026-06,43,50,0.4937,left_commentary,MeidasTouch Network,False,False,False
@katiephangnews,videos,2026-06,2026-07,50,43,0.584,left_commentary,MeidasTouch Network,False,False,False
@katiephangnews,videos,2026-07,2026-08,43,57,0.5437,left_commentary,MeidasTouch Network,False,False,False
@katiephangnews,videos,2026-08,2026-09,57,36,0.5272,left_commentary,MeidasTouch Network,False,True,False
@laurenchenclips,videos,2026-05,2026-06,15,26,0.7842,right_commentary,Lauren Chen,True,False,False
@laurenchenclips,videos,2026-06,2026-07,26,21,0.8853,right_commentary,Lauren Chen,True,False,False
@laurenchenclips,videos,2026-07,2026-08,21,28,0.7758,right_commentary,Lauren Chen,True,False,False
@laurenchenclips,videos,2026-08,2026-09,28,19,0.7833,right_commentary,Lauren Chen,True,True,False
@lovettorleaveitpodcast,videos,2026-07,2026-08,15,20,1.0,humour_satire,Crooked Media,False,False,False
@marclamonthillnetwork,streams,2026-02,2026-03,18,16,0.7498,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,streams,2026-03,2026-04,16,16,0.8129,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,streams,2026-04,2026-05,16,23,0.795,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,streams,2026-05,2026-06,23,18,0.7462,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,streams,2026-06,2026-07,18,17,0.8039,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,streams,2026-07,2026-08,17,21,0.6898,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,videos,2026-01,2026-02,23,22,0.8246,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,videos,2026-04,2026-05,27,32,0.7208,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,videos,2026-05,2026-06,32,23,0.8307,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,videos,2026-06,2026-07,23,19,0.8235,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,videos,2026-07,2026-08,19,84,0.7073,left_commentary,Marc Lamont Hill,False,False,False
@marclamonthillnetwork,videos,2026-08,2026-09,84,78,0.5074,left_commentary,Marc Lamont Hill,False,True,False
@markets,videos,2026-01,2026-02,628,875,0.4565,us_press_print_digital,Bloomberg,False,False,False
@markets,videos,2026-02,2026-03,875,839,0.5347,us_press_print_digital,Bloomberg,False,False,False
@markets,videos,2026-03,2026-04,839,842,0.3761,us_press_print_digital,Bloomberg,False,False,False
@markets,videos,2026-04,2026-05,842,938,0.3627,us_press_print_digital,Bloomberg,False,False,False
@markets,videos,2026-05,2026-06,938,945,0.3767,us_press_print_digital,Bloomberg,False,False,False
@markets,videos,2026-06,2026-07,945,872,0.3889,us_press_print_digital,Bloomberg,False,False,False
@markets,videos,2026-07,2026-08,872,1363,0.3471,us_press_print_digital,Bloomberg,False,False,False
@markets,videos,2026-08,2026-09,1363,672,0.3704,us_press_print_digital,Bloomberg,False,True,False
@marklevinshow,videos,2026-01,2026-02,39,62,0.69,right_commentary,Mark Levin,False,False,False
@marklevinshow,videos,2026-02,2026-03,62,59,0.6654,right_commentary,Mark Levin,False,False,False
@marklevinshow,videos,2026-03,2026-04,59,59,0.6919,right_commentary,Mark Levin,False,False,False
@marklevinshow,videos,2026-04,2026-05,59,73,0.7472,right_commentary,Mark Levin,False,False,False
@marklevinshow,videos,2026-05,2026-06,73,59,0.6087,right_commentary,Mark Levin,False,False,False
@marklevinshow,videos,2026-06,2026-07,59,42,0.5877,right_commentary,Mark Levin,False,False,False
@marklevinshow,videos,2026-07,2026-08,42,76,0.6544,right_commentary,Mark Levin,False,False,False
@marklevinshow,videos,2026-08,2026-09,76,36,0.7618,right_commentary,Mark Levin,False,True,False
@morebridgetphetasy,videos,2026-02,2026-03,19,22,0.8652,interview_podcast,Bridget Phetasy,False,False,False
@morebridgetphetasy,videos,2026-03,2026-04,22,26,0.7155,interview_podcast,Bridget Phetasy,False,False,False
@morebridgetphetasy,videos,2026-04,2026-05,26,27,0.7848,interview_podcast,Bridget Phetasy,False,False,False
@morebridgetphetasy,videos,2026-05,2026-06,27,25,0.7858,interview_podcast,Bridget Phetasy,False,False,False
@morebridgetphetasy,videos,2026-06,2026-07,25,22,0.767,interview_podcast,Bridget Phetasy,False,False,False
@morebridgetphetasy,videos,2026-07,2026-08,22,30,0.8212,interview_podcast,Bridget Phetasy,False,False,False
@morebridgetphetasy,videos,2026-08,2026-09,30,21,0.8135,interview_podcast,Bridget Phetasy,False,True,False
@msnow,streams,2026-01,2026-02,29,37,0.81,us_legacy_tv,MS NOW,False,False,False
@msnow,streams,2026-02,2026-03,37,44,0.8557,us_legacy_tv,MS NOW,False,False,False
@msnow,streams,2026-03,2026-04,44,36,0.7554,us_legacy_tv,MS NOW,False,False,False
@msnow,streams,2026-04,2026-05,36,48,0.8026,us_legacy_tv,MS NOW,False,False,False
@msnow,streams,2026-05,2026-06,48,45,0.7481,us_legacy_tv,MS NOW,False,False,False
@msnow,streams,2026-06,2026-07,45,36,0.8312,us_legacy_tv,MS NOW,False,False,False
@msnow,streams,2026-07,2026-08,36,35,0.7906,us_legacy_tv,MS NOW,False,False,False
@msnow,streams,2026-08,2026-09,35,15,0.8798,us_legacy_tv,MS NOW,False,True,False
@msnow,videos,2026-01,2026-02,924,1176,0.5155,us_legacy_tv,MS NOW,False,False,False
@msnow,videos,2026-02,2026-03,1176,1052,0.6007,us_legacy_tv,MS NOW,False,False,False
@msnow,videos,2026-03,2026-04,1052,1134,0.4738,us_legacy_tv,MS NOW,False,False,False
@msnow,videos,2026-04,2026-05,1134,1156,0.4533,us_legacy_tv,MS NOW,False,False,False
@msnow,videos,2026-05,2026-06,1156,1109,0.4718,us_legacy_tv,MS NOW,False,False,False
@msnow,videos,2026-06,2026-07,1109,1119,0.4511,us_legacy_tv,MS NOW,False,False,False
@msnow,videos,2026-07,2026-08,1119,1477,0.4355,us_legacy_tv,MS NOW,False,False,False
@msnow,videos,2026-08,2026-09,1477,732,0.4691,us_legacy_tv,MS NOW,False,True,False
@nationalreview,videos,2026-01,2026-02,17,18,0.9179,us_press_print_digital,National Review,False,False,False
@nationalreview,videos,2026-04,2026-05,23,26,0.892,us_press_print_digital,National Review,False,False,False
@nationalreview,videos,2026-05,2026-06,26,29,0.9816,us_press_print_digital,National Review,False,False,False
@nationalreview,videos,2026-06,2026-07,29,16,0.7895,us_press_print_digital,National Review,False,False,False
@nationalreview,videos,2026-07,2026-08,16,29,0.7696,us_press_print_digital,National Review,False,False,False
@nationalreview,videos,2026-08,2026-09,29,20,0.8253,us_press_print_digital,National Review,False,True,False
@nousnetwork,videos,2026-07,2026-08,30,41,0.5327,explainer_geopolitics,nous,False,False,False
@nousnetwork,videos,2026-08,2026-09,41,19,0.4603,explainer_geopolitics,nous,False,True,False
@nypost,streams,2026-01,2026-02,21,18,0.9041,us_press_print_digital,New York Post,False,False,False
@nypost,videos,2026-01,2026-02,539,567,0.5104,us_press_print_digital,New York Post,False,False,False
@nypost,videos,2026-02,2026-03,567,600,0.5608,us_press_print_digital,New York Post,False,False,False
@nypost,videos,2026-03,2026-04,600,637,0.44,us_press_print_digital,New York Post,False,False,False
@nypost,videos,2026-04,2026-05,637,725,0.4706,us_press_print_digital,New York Post,False,False,False
@nypost,videos,2026-05,2026-06,725,679,0.5027,us_press_print_digital,New York Post,False,False,False
@nypost,videos,2026-06,2026-07,679,844,0.4493,us_press_print_digital,New York Post,False,False,False
@nypost,videos,2026-07,2026-08,844,1182,0.4457,us_press_print_digital,New York Post,False,False,False
@nypost,videos,2026-08,2026-09,1182,531,0.4605,us_press_print_digital,New York Post,False,True,False
@oann,streams,2026-03,2026-04,20,20,0.6062,right_tv_network,OAN,False,False,False
@oann,streams,2026-04,2026-05,20,43,0.6537,right_tv_network,OAN,False,False,False
@oann,streams,2026-05,2026-06,43,51,0.5988,right_tv_network,OAN,False,False,False
@oann,streams,2026-06,2026-07,51,55,0.6525,right_tv_network,OAN,False,False,False
@oann,streams,2026-07,2026-08,55,66,0.6437,right_tv_network,OAN,False,False,False
@oann,streams,2026-08,2026-09,66,30,0.7164,right_tv_network,OAN,False,True,False
@oann,videos,2026-01,2026-02,117,184,0.6206,right_tv_network,OAN,False,False,False
@oann,videos,2026-02,2026-03,184,170,0.6484,right_tv_network,OAN,False,False,False
@oann,videos,2026-03,2026-04,170,109,0.6693,right_tv_network,OAN,False,False,False
@oann,videos,2026-04,2026-05,109,184,0.6586,right_tv_network,OAN,False,False,False
@oann,videos,2026-05,2026-06,184,247,0.577,right_tv_network,OAN,False,False,False
@oann,videos,2026-06,2026-07,247,251,0.5508,right_tv_network,OAN,False,False,False
@oann,videos,2026-07,2026-08,251,359,0.5697,right_tv_network,OAN,False,False,False
@oann,videos,2026-08,2026-09,359,182,0.6035,right_tv_network,OAN,False,True,False
@podsaveamerica,videos,2026-01,2026-02,52,87,0.7182,left_commentary,Crooked Media,False,False,False
@podsaveamerica,videos,2026-02,2026-03,87,68,0.8037,left_commentary,Crooked Media,False,False,False
@podsaveamerica,videos,2026-03,2026-04,68,89,0.667,left_commentary,Crooked Media,False,False,False
@podsaveamerica,videos,2026-04,2026-05,89,66,0.7445,left_commentary,Crooked Media,False,False,False
@podsaveamerica,videos,2026-05,2026-06,66,63,0.7269,left_commentary,Crooked Media,False,False,False
@podsaveamerica,videos,2026-06,2026-07,63,54,0.7775,left_commentary,Crooked Media,False,False,False
@podsaveamerica,videos,2026-07,2026-08,54,126,0.7998,left_commentary,Crooked Media,False,False,False
@podsaveamerica,videos,2026-08,2026-09,126,62,0.643,left_commentary,Crooked Media,False,True,False
@ponderingpolitics,videos,2026-01,2026-02,143,164,0.427,left_commentary,Pondering Politics,False,False,False
@ponderingpolitics,videos,2026-02,2026-03,164,118,0.4897,left_commentary,Pondering Politics,False,False,False
@ponderingpolitics,videos,2026-03,2026-04,118,147,0.4856,left_commentary,Pondering Politics,False,False,False
@ponderingpolitics,videos,2026-04,2026-05,147,217,0.531,left_commentary,Pondering Politics,False,False,False
@ponderingpolitics,videos,2026-05,2026-06,217,184,0.4457,left_commentary,Pondering Politics,False,False,False
@ponderingpolitics,videos,2026-06,2026-07,184,175,0.4911,left_commentary,Pondering Politics,False,False,False
@ponderingpolitics,videos,2026-07,2026-08,175,225,0.4145,left_commentary,Pondering Politics,False,False,False
@ponderingpolitics,videos,2026-08,2026-09,225,94,0.4019,left_commentary,Pondering Politics,False,True,False
@rolandsmartin,streams,2026-01,2026-02,37,72,0.7015,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,streams,2026-02,2026-03,72,66,0.6266,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,streams,2026-03,2026-04,66,89,0.6665,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,streams,2026-04,2026-05,89,75,0.5917,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,streams,2026-05,2026-06,75,80,0.4962,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,streams,2026-06,2026-07,80,63,0.6683,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,streams,2026-07,2026-08,63,74,0.5865,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,streams,2026-08,2026-09,74,28,0.6083,independent_digital_news,Black Star Network,False,True,False
@rolandsmartin,videos,2026-01,2026-02,69,85,0.6653,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,videos,2026-02,2026-03,85,77,0.6574,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,videos,2026-03,2026-04,77,89,0.633,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,videos,2026-04,2026-05,89,85,0.717,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,videos,2026-05,2026-06,85,71,0.6342,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,videos,2026-06,2026-07,71,87,0.6422,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,videos,2026-07,2026-08,87,128,0.652,independent_digital_news,Black Star Network,False,False,False
@rolandsmartin,videos,2026-08,2026-09,128,51,0.6446,independent_digital_news,Black Star Network,False,True,False
@thedavidpakmanshow,videos,2026-01,2026-02,181,188,0.4183,left_commentary,David Pakman,False,False,False
@thedavidpakmanshow,videos,2026-02,2026-03,188,170,0.4507,left_commentary,David Pakman,False,False,False
@thedavidpakmanshow,videos,2026-03,2026-04,170,190,0.468,left_commentary,David Pakman,False,False,False
@thedavidpakmanshow,videos,2026-04,2026-05,190,176,0.4552,left_commentary,David Pakman,False,False,False
@thedavidpakmanshow,videos,2026-05,2026-06,176,184,0.4862,left_commentary,David Pakman,False,False,False
@thedavidpakmanshow,videos,2026-06,2026-07,184,177,0.4741,left_commentary,David Pakman,False,False,False
@thedavidpakmanshow,videos,2026-07,2026-08,177,248,0.396,left_commentary,David Pakman,False,False,False
@thedavidpakmanshow,videos,2026-08,2026-09,248,127,0.4405,left_commentary,David Pakman,False,True,False
@thegrayzone7996,videos,2026-01,2026-02,15,19,0.833,independent_digital_news,The Grayzone,False,False,False
@thegrayzone7996,videos,2026-02,2026-03,19,16,0.7056,independent_digital_news,The Grayzone,False,False,False
@thegrayzone7996,videos,2026-03,2026-04,16,24,0.6685,independent_digital_news,The Grayzone,False,False,False
@thegrayzone7996,videos,2026-04,2026-05,24,21,0.5306,independent_digital_news,The Grayzone,False,False,False
@thegrayzone7996,videos,2026-05,2026-06,21,19,0.6885,independent_digital_news,The Grayzone,False,False,False
@thegrayzone7996,videos,2026-06,2026-07,19,20,0.5078,independent_digital_news,The Grayzone,False,False,False
@thehill,streams,2026-01,2026-02,36,63,0.6944,us_press_print_digital,The Hill,False,False,False
@thehill,streams,2026-02,2026-03,63,49,0.6974,us_press_print_digital,The Hill,False,False,False
@thehill,streams,2026-03,2026-04,49,59,0.6813,us_press_print_digital,The Hill,False,False,False
@thehill,streams,2026-04,2026-05,59,69,0.6677,us_press_print_digital,The Hill,False,False,False
@thehill,streams,2026-05,2026-06,69,61,0.6723,us_press_print_digital,The Hill,False,False,False
@thehill,streams,2026-06,2026-07,61,47,0.7366,us_press_print_digital,The Hill,False,False,False
@thehill,streams,2026-07,2026-08,47,82,0.6767,us_press_print_digital,The Hill,False,False,False
@thehill,streams,2026-08,2026-09,82,39,0.65,us_press_print_digital,The Hill,False,True,False
@thehill,videos,2026-01,2026-02,389,503,0.586,us_press_print_digital,The Hill,False,False,False
@thehill,videos,2026-02,2026-03,503,463,0.645,us_press_print_digital,The Hill,False,False,False
@thehill,videos,2026-03,2026-04,463,523,0.5612,us_press_print_digital,The Hill,False,False,False
@thehill,videos,2026-04,2026-05,523,513,0.5672,us_press_print_digital,The Hill,False,False,False
@thehill,videos,2026-05,2026-06,513,524,0.5321,us_press_print_digital,The Hill,False,False,False
@thehill,videos,2026-06,2026-07,524,466,0.5926,us_press_print_digital,The Hill,False,False,False
@thehill,videos,2026-07,2026-08,466,608,0.5624,us_press_print_digital,The Hill,False,False,False
@thehill,videos,2026-08,2026-09,608,260,0.5333,us_press_print_digital,The Hill,False,True,False
@theisabelbrown,videos,2026-02,2026-03,23,20,0.8548,right_commentary,Isabel Brown,False,False,False
@theisabelbrown,videos,2026-03,2026-04,20,19,0.7176,right_commentary,Isabel Brown,False,False,False
@thejimmydoreshow,videos,2026-01,2026-02,121,139,0.6039,left_commentary,Jimmy Dore,False,False,False
@thejimmydoreshow,videos,2026-02,2026-03,139,133,0.6238,left_commentary,Jimmy Dore,False,False,False
@thejimmydoreshow,videos,2026-03,2026-04,133,144,0.6554,left_commentary,Jimmy Dore,False,False,False
@thejimmydoreshow,videos,2026-04,2026-05,144,132,0.5963,left_commentary,Jimmy Dore,False,False,False
@thejimmydoreshow,videos,2026-05,2026-06,132,121,0.6559,left_commentary,Jimmy Dore,False,False,False
@thejimmydoreshow,videos,2026-06,2026-07,121,114,0.6812,left_commentary,Jimmy Dore,False,False,False
@thejimmydoreshow,videos,2026-07,2026-08,114,171,0.6376,left_commentary,Jimmy Dore,False,False,False
@thejimmydoreshow,videos,2026-08,2026-09,171,71,0.6444,left_commentary,Jimmy Dore,False,True,False
@therationalnational,videos,2026-02,2026-03,18,16,0.8596,left_commentary,Rational National,False,False,False
@therationalnational,videos,2026-03,2026-04,16,16,0.8346,left_commentary,Rational National,False,False,False
@therationalnational,videos,2026-06,2026-07,18,16,0.8131,left_commentary,Rational National,False,False,False
@therationalnational,videos,2026-07,2026-08,16,23,0.7738,left_commentary,Rational National,False,False,False
@thewarningwithsteveschmidt,streams,2026-04,2026-05,23,20,0.6181,centrist_heterodox,Steve Schmidt,False,False,False
@thewarningwithsteveschmidt,videos,2026-01,2026-02,27,31,0.8214,centrist_heterodox,Steve Schmidt,False,False,False
@thewarningwithsteveschmidt,videos,2026-02,2026-03,31,32,0.6274,centrist_heterodox,Steve Schmidt,False,False,False
@thewarningwithsteveschmidt,videos,2026-03,2026-04,32,39,0.6804,centrist_heterodox,Steve Schmidt,False,False,False
@thewarningwithsteveschmidt,videos,2026-04,2026-05,39,34,0.7211,centrist_heterodox,Steve Schmidt,False,False,False
@thewarningwithsteveschmidt,videos,2026-05,2026-06,34,33,0.6507,centrist_heterodox,Steve Schmidt,False,False,False
@thewarningwithsteveschmidt,videos,2026-06,2026-07,33,31,0.5897,centrist_heterodox,Steve Schmidt,False,False,False
@thewarningwithsteveschmidt,videos,2026-07,2026-08,31,43,0.6124,centrist_heterodox,Steve Schmidt,False,False,False
@thewarningwithsteveschmidt,videos,2026-08,2026-09,43,19,0.7237,centrist_heterodox,Steve Schmidt,False,True,False
@thomhartmann,videos,2026-01,2026-02,42,83,0.7037,left_commentary,Thom Hartmann,False,False,False
@thomhartmann,videos,2026-02,2026-03,83,82,0.6655,left_commentary,Thom Hartmann,False,False,False
@thomhartmann,videos,2026-03,2026-04,82,78,0.6243,left_commentary,Thom Hartmann,False,False,False
@thomhartmann,videos,2026-04,2026-05,78,99,0.6695,left_commentary,Thom Hartmann,False,False,False
@thomhartmann,videos,2026-05,2026-06,99,93,0.5873,left_commentary,Thom Hartmann,False,False,False
@thomhartmann,videos,2026-06,2026-07,93,87,0.5328,left_commentary,Thom Hartmann,False,False,False
@thomhartmann,videos,2026-07,2026-08,87,139,0.5665,left_commentary,Thom Hartmann,False,False,False
@thomhartmann,videos,2026-08,2026-09,139,81,0.6663,left_commentary,Thom Hartmann,False,True,False
@timesofindia,streams,2026-01,2026-02,397,384,0.5684,wire_international,Times Group,False,False,False
@timesofindia,streams,2026-02,2026-03,384,229,0.6131,wire_international,Times Group,False,False,False
@timesofindia,streams,2026-03,2026-04,229,206,0.5926,wire_international,Times Group,False,False,False
@timesofindia,streams,2026-04,2026-05,206,177,0.5492,wire_international,Times Group,False,False,False
@timesofindia,streams,2026-05,2026-06,177,199,0.6142,wire_international,Times Group,False,False,False
@timesofindia,streams,2026-06,2026-07,199,334,0.64,wire_international,Times Group,False,False,False
@timesofindia,streams,2026-07,2026-08,334,265,0.6322,wire_international,Times Group,False,False,False
@timesofindia,streams,2026-08,2026-09,265,104,0.7126,wire_international,Times Group,False,True,False
@timesofindia,videos,2026-01,2026-02,1005,979,0.4589,wire_international,Times Group,False,False,False
@timesofindia,videos,2026-02,2026-03,979,918,0.526,wire_international,Times Group,False,False,False
@timesofindia,videos,2026-03,2026-04,918,1089,0.3682,wire_international,Times Group,False,False,False
@timesofindia,videos,2026-04,2026-05,1089,1011,0.3194,wire_international,Times Group,False,False,False
@timesofindia,videos,2026-05,2026-06,1011,1131,0.3779,wire_international,Times Group,False,False,False
@timesofindia,videos,2026-06,2026-07,1131,1185,0.3815,wire_international,Times Group,False,False,False
@timesofindia,videos,2026-07,2026-08,1185,1740,0.3725,wire_international,Times Group,False,False,False
@timesofindia,videos,2026-08,2026-09,1740,868,0.392,wire_international,Times Group,False,True,False
@triggerpod,videos,2026-04,2026-05,17,18,0.817,interview_podcast,Triggernometry,False,False,False
@triggerpod,videos,2026-05,2026-06,18,19,0.8208,interview_podcast,Triggernometry,False,False,False
@triggerpod,videos,2026-06,2026-07,19,16,0.7831,interview_podcast,Triggernometry,False,False,False
@triggerpod,videos,2026-07,2026-08,16,27,0.7572,interview_podcast,Triggernometry,False,False,False
@turningpointusa,videos,2026-01,2026-02,38,16,0.6654,right_commentary,Turning Point USA,False,False,False
@turningpointusa,videos,2026-04,2026-05,17,18,0.4674,right_commentary,Turning Point USA,False,False,False
@turningpointusa,videos,2026-05,2026-06,18,26,0.6195,right_commentary,Turning Point USA,False,False,False
@turningpointusa,videos,2026-06,2026-07,26,17,0.7748,right_commentary,Turning Point USA,False,False,False
@turningpointusa,videos,2026-07,2026-08,17,21,0.6891,right_commentary,Turning Point USA,False,False,False
@turningpointusa,videos,2026-08,2026-09,21,17,0.5894,right_commentary,Turning Point USA,False,True,False
@underthedesknews,streams,2026-04,2026-05,22,22,0.7347,independent_digital_news,Under the Desk News,False,False,False
@underthedesknews,streams,2026-05,2026-06,22,20,0.7626,independent_digital_news,Under the Desk News,False,False,False
@underthedesknews,streams,2026-06,2026-07,20,21,0.8298,independent_digital_news,Under the Desk News,False,False,False
@usefulidiots,videos,2026-01,2026-02,17,20,0.8441,interview_podcast,Useful Idiots,False,False,False
@usefulidiots,videos,2026-02,2026-03,20,22,0.7083,interview_podcast,Useful Idiots,False,False,False
@usefulidiots,videos,2026-03,2026-04,22,24,0.6924,interview_podcast,Useful Idiots,False,False,False
@usefulidiots,videos,2026-04,2026-05,24,17,0.601,interview_podcast,Useful Idiots,False,False,False
@usefulidiots,videos,2026-05,2026-06,17,18,0.6966,interview_podcast,Useful Idiots,False,False,False
@usefulidiots,videos,2026-06,2026-07,18,24,0.8005,interview_podcast,Useful Idiots,False,False,False
@usefulidiots,videos,2026-07,2026-08,24,30,0.7845,interview_podcast,Useful Idiots,False,False,False
@wsj,videos,2026-07,2026-08,16,17,0.9174,us_press_print_digital,Wall Street Journal,False,False,False
@zeteo,videos,2026-02,2026-03,27,26,0.7159,independent_digital_news,Zeteo,False,False,False
@zeteo,videos,2026-03,2026-04,26,23,0.6566,independent_digital_news,Zeteo,False,False,False
@zeteo,videos,2026-04,2026-05,23,24,0.7584,independent_digital_news,Zeteo,False,False,False
@zeteo,videos,2026-05,2026-06,24,23,0.7896,independent_digital_news,Zeteo,False,False,False
